company_name,stock_code,corp_code,market
자비스,254120,01174038,KOSDAQ
자연과환경,043910,00418379,KOSDAQ
자이글,234920,01020524,KOSDAQ
자이언트스텝,289220,01264438,KOSDAQ
재영솔루텍,049630,00147082,KOSDAQ
저스템,417840,01383229,KOSDAQ
전진바이오팜,110020,00632793,KOSDAQ
정다운,208140,01047415,KOSDAQ
정상제이엘에스,040420,00287788,KOSDAQ
정원엔시스,045510,00147772,KOSDAQ
제너셈,217190,00666204,KOSDAQ
제넥신,095700,00545929,KOSDAQ
제노레이,122310,00799539,KOSDAQ
제노코,361390,01014718,KOSDAQ
제놀루션,225220,01062177,KOSDAQ
제닉,123330,00624998,KOSDAQ
제닉스로보틱스,381620,01293485,KOSDAQ
제로투세븐,159580,00563837,KOSDAQ
제룡산업,147830,00899556,KOSDAQ
제룡전기,033100,00185356,KOSDAQ
제우스,079370,00442570,KOSDAQ
제이브이엠,054950,00361381,KOSDAQ
제이스로보틱스,090470,00493185,KOSDAQ
제이스코홀딩스,023440,00148531,KOSDAQ
제이씨케미칼,137950,00664853,KOSDAQ
제이씨현시스템,033320,00223513,KOSDAQ
제이아이테크,417500,01367586,KOSDAQ
제이앤티씨,204270,00447575,KOSDAQ
제이에스링크,127120,00642541,KOSDAQ
제이에스티나,026040,00120289,KOSDAQ
제이엔비,452160,01309421,KOSDAQ
제이엔케이글로벌,126880,00442154,KOSDAQ
제이엘케이,322510,01153293,KOSDAQ
제이엠아이,033050,00222435,KOSDAQ
제이엠티,094970,00533508,KOSDAQ
제이오,418550,00411808,KOSDAQ
제이케이시냅스,060230,00363510,KOSDAQ
제이투케이바이오,420570,01553129,KOSDAQ
제이티,089790,00365457,KOSDAQ
제일엠앤에스,412540,00528791,KOSDAQ
제일일렉트릭,199820,00148470,KOSDAQ
제일테크노스,038010,00148595,KOSDAQ
제주반도체,080220,00447487,KOSDAQ
제테마,216080,01222867,KOSDAQ
젝시믹스,337930,01391103,KOSDAQ
젠큐릭스,229000,01051472,KOSDAQ
젬백스,082270,00492894,KOSDAQ
져스텍,153890,00577593,KOSDAQ
조아제약,034940,00231831,KOSDAQ
조이시티,067000,00397252,KOSDAQ
조이웍스앤코,309930,01335453,KOSDAQ
졸스,018700,00122205,KOSDAQ
좋은사람들,033340,00205003,KOSDAQ
주성엔지니어링,036930,00252135,KOSDAQ
중앙백신,072020,00415327,KOSDAQ
중앙에너비스,000440,00149770,KOSDAQ
중앙첨단소재,051980,00347716,KOSDAQ
지구홀딩스,221800,01026616,KOSDAQ
지노믹트리,228760,01108248,KOSDAQ
지놈앤컴퍼니,314130,01276026,KOSDAQ
지니너스,389030,01494154,KOSDAQ
지니언스,263860,00962223,KOSDAQ
지니틱스,303030,01318933,KOSDAQ
지란지교시큐리티,208350,01047169,KOSDAQ
지슨,446840,01693922,KOSDAQ
지씨셀,144510,01010642,KOSDAQ
지씨지놈,340450,01432598,KOSDAQ
지아이에스,306620,01325429,KOSDAQ
지아이이노베이션,358570,01351080,KOSDAQ
지아이텍,382480,01311310,KOSDAQ
지앤비에스 에코,382800,00958327,KOSDAQ
지어소프트,051160,00389110,KOSDAQ
지에스이,053050,00351995,KOSDAQ
지에프씨생명과학,388610,01221752,KOSDAQ
지에프아이,493330,01450938,KOSDAQ
지엔씨에너지,119850,00626464,KOSDAQ
지엔코,065060,00258102,KOSDAQ
지엘팜텍,204840,01042359,KOSDAQ
지오엘리먼트,311320,00668965,KOSDAQ
지투지바이오,456160,01577952,KOSDAQ
지투파워,388050,01462605,KOSDAQ
진로발효,018120,00170877,KOSDAQ
진매트릭스,109820,00552992,KOSDAQ
진바이오텍,086060,00491053,KOSDAQ
진성티이씨,036890,00174208,KOSDAQ
진시스템,363250,01437858,KOSDAQ
진양제약,007370,00150536,KOSDAQ
진영,285800,00816933,KOSDAQ
차바이오텍,085660,00525679,KOSDAQ
차이커뮤니케이션,351870,00909835,KOSDAQ
참좋은여행,094850,00606770,KOSDAQ
창해에탄올,004650,00123523,KOSDAQ
채비,000110,01279698,KOSDAQ
천보,278280,00897752,KOSDAQ
청담글로벌,362320,01534577,KOSDAQ
청보,013720,00151605,KOSDAQ
체리부로,066360,00216434,KOSDAQ
초록뱀미디어,047820,00299464,KOSDAQ
칩스앤미디어,094360,00579971,KOSDAQ
카나프테라퓨틱스,000820,01782183,KOSDAQ
카스,016920,00152260,KOSDAQ
카이노스메드,284620,01263527,KOSDAQ
카카오게임즈,293490,01137383,KOSDAQ
카티스,140430,01116265,KOSDAQ
카페24,042000,00260879,KOSDAQ
캐리,313760,00863038,KOSDAQ
캐스텍코리아,071850,00302582,KOSDAQ
캐프,198080,00876643,KOSDAQ
캔버스엔,210120,00550082,KOSDAQ
캠시스,050110,00330044,KOSDAQ
캡스톤파트너스,452300,01497124,KOSDAQ
컨텍,451760,01685251,KOSDAQ
컬러레이,900310,01236286,KOSDAQ
컴투스,078340,00476498,KOSDAQ
컴투스홀딩스,063080,00535746,KOSDAQ
컴퍼니케이,307930,00598198,KOSDAQ
케스피온,079190,00479705,KOSDAQ
케어랩스,263700,01187148,KOSDAQ
케어젠,214370,00549891,KOSDAQ
케이디켐,221980,00370918,KOSDAQ
케이바이오랩스,038530,00255105,KOSDAQ
케이사인,192250,01003040,KOSDAQ
케이쓰리아이,431190,01689266,KOSDAQ
케이씨에스,115500,00441650,KOSDAQ
케이씨티,089150,00441447,KOSDAQ
케이씨피드,025880,00101752,KOSDAQ
케이아이엔엑스,093320,00603348,KOSDAQ
케이알엠,093640,00536888,KOSDAQ
케이에스피,073010,00328191,KOSDAQ
케이엔더블유,105330,00606664,KOSDAQ
케이엔솔,053080,00304076,KOSDAQ
케이엔알시스템,199430,00672603,KOSDAQ
케이엔에스,432470,01402995,KOSDAQ
케이엔제이,272110,00769158,KOSDAQ
케이엘넷,039420,00246620,KOSDAQ
케이엠,083550,00242934,KOSDAQ
케이엠더블유,032500,00226352,KOSDAQ
케이엠제약,225430,01095704,KOSDAQ
케이옥션,102370,00668600,KOSDAQ
케이웨더,068100,00426828,KOSDAQ
케이이엠텍,106080,00542898,KOSDAQ
케이지에이,455180,01638387,KOSDAQ
케이티알파,036030,00260958,KOSDAQ
케이프,064820,00152437,KOSDAQ
케이피에프,024880,00157636,KOSDAQ
케이피엠테크,042040,00206686,KOSDAQ
케이피티유,054410,00357607,KOSDAQ
케이피항공산업,288180,01101254,KOSDAQ
케일럼,258610,00961507,KOSDAQ
켄코아에어로스페이스,274090,01158553,KOSDAQ
켐트로닉스,089010,00371485,KOSDAQ
켐트로스,220260,01089350,KOSDAQ
코나아이,052400,00349732,KOSDAQ
코난테크놀로지,402030,00601988,KOSDAQ
